filepath,filename,label,label_idx,is_mixup,source_1,source_2,group_1,group_2,group_id,n_groups,snr_db,noise_kind,variant_idx
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr1dB_white_v10_spectrogram.png,550185__department64__chainlinkfence_f03_snr1dB_white_v10_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,1,white,10
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr2dB_white_v21_spectrogram.png,550185__department64__chainlinkfence_f03_snr2dB_white_v21_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,2,white,21
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr2dB_white_v22_spectrogram.png,550185__department64__chainlinkfence_f03_snr2dB_white_v22_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,2,white,22
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr3dB_pink_v16_spectrogram.png,550185__department64__chainlinkfence_f03_snr3dB_pink_v16_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,3,pink,16
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr4dB_white_v5_spectrogram.png,550185__department64__chainlinkfence_f03_snr4dB_white_v5_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,4,white,5
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr5dB_pink_v11_spectrogram.png,550185__department64__chainlinkfence_f03_snr5dB_pink_v11_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,5,pink,11
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr5dB_pink_v4_spectrogram.png,550185__department64__chainlinkfence_f03_snr5dB_pink_v4_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,5,pink,4
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr5dB_white_v19_spectrogram.png,550185__department64__chainlinkfence_f03_snr5dB_white_v19_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,5,white,19
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr6dB_pink_v0_spectrogram.png,550185__department64__chainlinkfence_f03_snr6dB_pink_v0_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,6,pink,0
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr6dB_white_v20_spectrogram.png,550185__department64__chainlinkfence_f03_snr6dB_white_v20_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,6,white,20
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr6dB_white_v3_spectrogram.png,550185__department64__chainlinkfence_f03_snr6dB_white_v3_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,6,white,3
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr8dB_pink_v6_spectrogram.png,550185__department64__chainlinkfence_f03_snr8dB_pink_v6_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,8,pink,6
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr9dB_pink_v1_spectrogram.png,550185__department64__chainlinkfence_f03_snr9dB_pink_v1_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,9,pink,1
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550185__department64__chainlinkfence_f03_snr9dB_white_v17_spectrogram.png,550185__department64__chainlinkfence_f03_snr9dB_white_v17_spectrogram.png,chain_link_climbing,0,False,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,,550185__department64__chainlinkfence_f03,1,9,white,17
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr0dB_white_v0_spectrogram.png,550186__department64__chainlinkfence_f02_snr0dB_white_v0_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,0,white,0
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr11dB_pink_v18_spectrogram.png,550186__department64__chainlinkfence_f02_snr11dB_pink_v18_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,11,pink,18
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr11dB_white_v6_spectrogram.png,550186__department64__chainlinkfence_f02_snr11dB_white_v6_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,11,white,6
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr13dB_pink_v17_spectrogram.png,550186__department64__chainlinkfence_f02_snr13dB_pink_v17_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,13,pink,17
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr13dB_white_v7_spectrogram.png,550186__department64__chainlinkfence_f02_snr13dB_white_v7_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,13,white,7
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr14dB_pink_v4_spectrogram.png,550186__department64__chainlinkfence_f02_snr14dB_pink_v4_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,14,pink,4
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr15dB_pink_v15_spectrogram.png,550186__department64__chainlinkfence_f02_snr15dB_pink_v15_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,15,pink,15
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr15dB_white_v2_spectrogram.png,550186__department64__chainlinkfence_f02_snr15dB_white_v2_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,15,white,2
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr15dB_white_v8_spectrogram.png,550186__department64__chainlinkfence_f02_snr15dB_white_v8_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,15,white,8
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr1dB_pink_v13_spectrogram.png,550186__department64__chainlinkfence_f02_snr1dB_pink_v13_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,1,pink,13
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr1dB_white_v16_spectrogram.png,550186__department64__chainlinkfence_f02_snr1dB_white_v16_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,1,white,16
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr2dB_pink_v19_spectrogram.png,550186__department64__chainlinkfence_f02_snr2dB_pink_v19_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,2,pink,19
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr2dB_pink_v23_spectrogram.png,550186__department64__chainlinkfence_f02_snr2dB_pink_v23_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,2,pink,23
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr3dB_pink_v10_spectrogram.png,550186__department64__chainlinkfence_f02_snr3dB_pink_v10_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,3,pink,10
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr3dB_pink_v5_spectrogram.png,550186__department64__chainlinkfence_f02_snr3dB_pink_v5_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,3,pink,5
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr4dB_pink_v12_spectrogram.png,550186__department64__chainlinkfence_f02_snr4dB_pink_v12_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,4,pink,12
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr4dB_pink_v14_spectrogram.png,550186__department64__chainlinkfence_f02_snr4dB_pink_v14_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,4,pink,14
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr4dB_pink_v21_spectrogram.png,550186__department64__chainlinkfence_f02_snr4dB_pink_v21_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,4,pink,21
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr4dB_pink_v24_spectrogram.png,550186__department64__chainlinkfence_f02_snr4dB_pink_v24_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,4,pink,24
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr4dB_white_v20_spectrogram.png,550186__department64__chainlinkfence_f02_snr4dB_white_v20_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,4,white,20
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr5dB_pink_v11_spectrogram.png,550186__department64__chainlinkfence_f02_snr5dB_pink_v11_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,5,pink,11
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr6dB_white_v3_spectrogram.png,550186__department64__chainlinkfence_f02_snr6dB_white_v3_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,6,white,3
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr8dB_pink_v22_spectrogram.png,550186__department64__chainlinkfence_f02_snr8dB_pink_v22_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,8,pink,22
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr8dB_white_v1_spectrogram.png,550186__department64__chainlinkfence_f02_snr8dB_white_v1_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,8,white,1
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr9dB_pink_v25_spectrogram.png,550186__department64__chainlinkfence_f02_snr9dB_pink_v25_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,9,pink,25
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550186__department64__chainlinkfence_f02_snr9dB_white_v9_spectrogram.png,550186__department64__chainlinkfence_f02_snr9dB_white_v9_spectrogram.png,chain_link_climbing,0,False,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,,550186__department64__chainlinkfence_f02,1,9,white,9
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr10dB_pink_v10_spectrogram.png,550187__department64__chainlinkfence_f01_snr10dB_pink_v10_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,10,pink,10
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr10dB_pink_v5_spectrogram.png,550187__department64__chainlinkfence_f01_snr10dB_pink_v5_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,10,pink,5
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr10dB_pink_v6_spectrogram.png,550187__department64__chainlinkfence_f01_snr10dB_pink_v6_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,10,pink,6
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr11dB_pink_v25_spectrogram.png,550187__department64__chainlinkfence_f01_snr11dB_pink_v25_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,11,pink,25
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr11dB_pink_v8_spectrogram.png,550187__department64__chainlinkfence_f01_snr11dB_pink_v8_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,11,pink,8
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr11dB_white_v13_spectrogram.png,550187__department64__chainlinkfence_f01_snr11dB_white_v13_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,11,white,13
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr11dB_white_v2_spectrogram.png,550187__department64__chainlinkfence_f01_snr11dB_white_v2_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,11,white,2
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr12dB_pink_v11_spectrogram.png,550187__department64__chainlinkfence_f01_snr12dB_pink_v11_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,12,pink,11
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr12dB_pink_v20_spectrogram.png,550187__department64__chainlinkfence_f01_snr12dB_pink_v20_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,12,pink,20
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr15dB_pink_v3_spectrogram.png,550187__department64__chainlinkfence_f01_snr15dB_pink_v3_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,15,pink,3
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr15dB_pink_v7_spectrogram.png,550187__department64__chainlinkfence_f01_snr15dB_pink_v7_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,15,pink,7
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr15dB_white_v17_spectrogram.png,550187__department64__chainlinkfence_f01_snr15dB_white_v17_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,15,white,17
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr1dB_white_v22_spectrogram.png,550187__department64__chainlinkfence_f01_snr1dB_white_v22_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,1,white,22
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr2dB_pink_v12_spectrogram.png,550187__department64__chainlinkfence_f01_snr2dB_pink_v12_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,2,pink,12
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr2dB_white_v23_spectrogram.png,550187__department64__chainlinkfence_f01_snr2dB_white_v23_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,2,white,23
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr3dB_pink_v19_spectrogram.png,550187__department64__chainlinkfence_f01_snr3dB_pink_v19_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,3,pink,19
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr3dB_white_v0_spectrogram.png,550187__department64__chainlinkfence_f01_snr3dB_white_v0_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,3,white,0
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr3dB_white_v21_spectrogram.png,550187__department64__chainlinkfence_f01_snr3dB_white_v21_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,3,white,21
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr4dB_pink_v18_spectrogram.png,550187__department64__chainlinkfence_f01_snr4dB_pink_v18_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,4,pink,18
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr5dB_white_v1_spectrogram.png,550187__department64__chainlinkfence_f01_snr5dB_white_v1_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,5,white,1
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr6dB_pink_v9_spectrogram.png,550187__department64__chainlinkfence_f01_snr6dB_pink_v9_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,6,pink,9
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr6dB_white_v14_spectrogram.png,550187__department64__chainlinkfence_f01_snr6dB_white_v14_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,6,white,14
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr7dB_white_v15_spectrogram.png,550187__department64__chainlinkfence_f01_snr7dB_white_v15_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,7,white,15
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr8dB_pink_v24_spectrogram.png,550187__department64__chainlinkfence_f01_snr8dB_pink_v24_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,8,pink,24
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr9dB_pink_v16_spectrogram.png,550187__department64__chainlinkfence_f01_snr9dB_pink_v16_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,9,pink,16
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\550187__department64__chainlinkfence_f01_snr9dB_pink_v4_spectrogram.png,550187__department64__chainlinkfence_f01_snr9dB_pink_v4_spectrogram.png,chain_link_climbing,0,False,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,,550187__department64__chainlinkfence_f01,1,9,pink,4
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\mixup_138250__hupguy__chain-fence-hit_sequence-01r_x_189220__starvolt__fence-rattle-1-front_snr13dB_pink_29_spectrogram.png,mixup_138250__hupguy__chain-fence-hit_sequence-01r_x_189220__starvolt__fence-rattle-1-front_snr13dB_pink_29_spectrogram.png,chain_link_climbing,0,True,138250__hupguy__chain-fence-hit_sequence-01r,189220__starvolt__fence-rattle-1-front,138250__hupguy__chain-fence-hit_sequence-01r,starvolt__fence-rattle-1,138250__hupguy__chain-fence-hit_sequence-01r|starvolt__fence-rattle-1,2,13,pink,29
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\mixup_138250__hupguy__chain-fence-hit_sequence-01r_x_189223__starvolt__fence-rattle-2-rear_snr0dB_pink_51_spectrogram.png,mixup_138250__hupguy__chain-fence-hit_sequence-01r_x_189223__starvolt__fence-rattle-2-rear_snr0dB_pink_51_spectrogram.png,chain_link_climbing,0,True,138250__hupguy__chain-fence-hit_sequence-01r,189223__starvolt__fence-rattle-2-rear,138250__hupguy__chain-fence-hit_sequence-01r,starvolt__fence-rattle-2,138250__hupguy__chain-fence-hit_sequence-01r|starvolt__fence-rattle-2,2,0,pink,51
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\mixup_138250__hupguy__chain-fence-hit_sequence-01r_x_189223__starvolt__fence-rattle-2-rear_snr10dB_pink_13_spectrogram.png,mixup_138250__hupguy__chain-fence-hit_sequence-01r_x_189223__starvolt__fence-rattle-2-rear_snr10dB_pink_13_spectrogram.png,chain_link_climbing,0,True,138250__hupguy__chain-fence-hit_sequence-01r,189223__starvolt__fence-rattle-2-rear,138250__hupguy__chain-fence-hit_sequence-01r,starvolt__fence-rattle-2,138250__hupguy__chain-fence-hit_sequence-01r|starvolt__fence-rattle-2,2,10,pink,13
